dates,ticker,variable,value
2003-03-31,EUR,px,1.0902
2003-03-31,EUR,ir_diff,1.19038
2003-03-31,GBP,px,1.5791
2003-03-31,GBP,ir_diff,2.34344
2003-03-31,JPY,px,0.008471704506946797
2003-03-31,JPY,ir_diff,-1.28062
2003-03-31,NOK,px,0.13748161183441715
2003-03-31,NOK,ir_diff,4.2
2003-03-31,NZD,px,0.554
2003-03-31,NZD,ir_diff,4.4350000000000005
2003-03-31,SEK,px,0.11807351256892541
2003-03-31,SEK,ir_diff,2.41
2003-04-30,AUD,px,0.626
2003-04-30,AUD,ir_diff,3.5145500000000003
2003-04-30,CAD,px,0.6972528238739367
2003-04-30,CAD,ir_diff,2.01125
2003-04-30,CHF,px,0.7371913011426465
2003-04-30,CHF,ir_diff,-0.9654200000000001
2003-04-30,EUR,px,1.1164
2003-04-30,EUR,ir_diff,1.24125
2003-04-30,GBP,px,1.6006
2003-04-30,GBP,ir_diff,2.3782799999999997
2003-04-30,JPY,px,0.008382932349735937
2003-04-30,JPY,ir_diff,-1.22187
2003-04-30,NOK,px,0.1426818480152955
2003-04-30,NOK,ir_diff,4.171250000000001
2003-04-30,NZD,px,0.5598
2003-04-30,NZD,ir_diff,4.546250000000001
2003-04-30,SEK,px,0.12220457045093487
2003-04-30,SEK,ir_diff,2.35925
2003-05-30,AUD,px,0.6528
